id,trial,headFront_x,headFront_y,headFront_z,headFront_confidence,neck_x,neck_y,neck_z,neck_confidence,lowerBack_x,lowerBack_y,lowerBack_z,lowerBack_confidence,leftWrist_x,leftWrist_y,leftWrist_z,leftWrist_confidence,leftShoulder_x,leftShoulder_y,leftShoulder_z,leftShoulder_confidence,leftElbow_x,leftElbow_y,leftElbow_z,leftElbow_confidence
4016,16,-354.1787109,-358.6176758,2039.008423,0.001166703,-297.7338257,-328.2162476,1822.137817,0.8016259,-322.4262695,-97.01617432,2261.035156,0.55794144,-358.1154785,-356.4450073,2037.929321,0.001390003,-464.8865051,-330.2131348,1884.818726,0.7621206,-349.2628784,-358.3151855,2045.831787,0.000973271
4017,16,-353.1439819,-361.0505371,2026.003052,0.001247131,-291.7589722,-328.0906982,1820.286987,0.7976522,-324.4394531,-98.33526611,2257.643066,0.56681764,-357.7011108,-359.6000366,2025.042236,0.001437046,-465.8630676,-330.0684814,1886.650879,0.75977814,-348.9190674,-360.6558228,2033,0.001045301
4018,16,-352.7061768,-360.5663452,2025.620117,0.00125337,-291.1801147,-327.7750244,1820.047729,0.796625,-325.2548828,-97.77807617,2264.908203,0.5783626,-357.130188,-359.1144409,2024.647949,0.001453338,-465.9363403,-329.732666,1885.480103,0.7576582,-348.5672607,-360.0645752,2032.521973,0.001097828
4019,16,-352.6412964,-360.3683472,2027.813232,0.001259465,-291.862793,-327.5725098,1819.718506,0.8045318,-323.4648438,-98.72296143,2267.331299,0.58161646,-357.0928955,-358.8892822,2026.746826,0.001411222,-467.367157,-329.9696045,1885.443848,0.76768935,-348.1237793,-360.2155762,2034.755371,0.001112736
4020,16,-351.0942993,-358.2147827,2029.297119,0.001213045,-292.9213257,-325.942688,1819.260742,0.8037475,-326.6112061,-96.63134766,2263.963379,0.5672302,-355.494751,-356.3826294,2028.279297,0.001404295,-467.7180176,-330.1799316,1885.886841,0.7656816,-346.6934814,-357.8466187,2036.321533,0.001064181
4021,16,-351.0980835,-358.3729858,2029.763184,0.001261897,-292.7143555,-325.8078003,1819.532593,0.80140513,-327.2061157,-94.70373535,2265.549805,0.56843156,-355.5303955,-356.5773315,2028.942627,0.001429184,-467.3143921,-329.7280273,1886.363159,0.76838297,-346.7727051,-358.053894,2037.116211,0.001210175
4022,16,-350.020874,-358.6450806,2028.202637,0.001266026,-293.249939,-325.8864136,1819.909546,0.79944146,-328.0021362,-94.47125244,2261.896484,0.56633586,-354.392334,-357.0750122,2027.451904,0.00146876,-467.5153198,-329.8460693,1886.423706,0.77086914,-345.9278564,-358.3696899,2035.468506,0.001227342
4023,16,-350.1924438,-356.6611938,2028.766846,0.001299809,-293.553772,-325.47229,1819.420898,0.7955728,-329.2791138,-93.94537354,2263.091797,0.5641887,-354.6469727,-354.7509155,2027.876343,0.00147768,-467.0692139,-329.7727661,1886.026855,0.7674157,-346.003418,-356.2702026,2035.919312,0.001252098
4024,16,-351.5783081,-355.4459229,2026.953857,0.001343858,-293.637207,-324.6427002,1819.132935,0.80077547,-330.2546997,-94.78625488,2262.709473,0.56734145,-355.7324219,-353.4414063,2026.387451,0.001465625,-467.2589417,-328.0916138,1886.093262,0.77108914,-347.4735107,-354.9926758,2034.080811,0.001299867
4025,16,-348.4934692,-374.482605,2026.438232,0.001279281,-292.7150879,-332.3838501,1821.15625,0.8033443,-339.4345703,-106.1639404,2275.668213,0.5665363,-352.9672852,-373.0856323,2024.802002,0.00156896,-465.8085327,-335.9353027,1885.852539,0.7678063,-342.9407349,-375.0643921,2034.160522,0.001114673
4026,16,-347.2814941,-369.5609741,2030.542236,0.001239735,-291.6279297,-332.4088745,1821.161011,0.80253166,-333.9405518,-104.078125,2270.671143,0.59115297,-351.7966919,-367.6911621,2029.305176,0.001512741,-465.5878601,-334.4678955,1887.917725,0.7735285,-341.7762451,-369.0865479,2038.663086,0.001078508
4027,16,-347.7020874,-373.8716431,2028.081909,0.001188826,-291.5518799,-331.3599243,1820.11499,0.80601174,-337.6465454,-110.0117188,2277.684814,0.5734763,-352.0430908,-372.392395,2026.471924,0.00153076,-465.9505615,-335.5808716,1887.321289,0.77611107,-341.7661743,-374.1281128,2035.973267,0.0010406
4028,16,-349.0411987,-370.284668,2025.290039,0.001228139,-291.8292847,-329.4889526,1819.677002,0.80227196,-338.4060059,-106.9042358,2270.998291,0.5611312,-353.2167358,-368.491394,2023.694336,0.001506805,-466.0101013,-335.0287476,1887.642822,0.7809144,-342.8577271,-369.9693604,2032.794556,0.001077469
4029,16,-345.6029663,-375.0953369,2029.234497,0.001275005,-291.505188,-330.7579956,1819.755127,0.79425234,-338.1547241,-109.7528687,2276.43042,0.58302367,-350.1425171,-373.6286011,2027.707397,0.00153064,-465.8082275,-335.8449097,1886.928223,0.77383125,-339.9224854,-375.086853,2037.149902,0.001090182
4030,16,-343.1664429,-374.6286011,2030.58252,0.001234746,-291.0352173,-331.6245728,1819.624756,0.7941024,-337.8173828,-108.9979858,2277.407471,0.5917753,-347.7779541,-373.2735596,2029.033325,0.001550354,-466.1111755,-336.3637085,1886.597412,0.7713813,-337.8394165,-374.4108276,2038.476807,0.001069543
4031,16,-342.6710205,-375.0509033,2030.094727,0.001230116,-290.6452026,-331.4634399,1819.492432,0.79573935,-337.0036011,-109.8717041,2278.605225,0.5958005,-347.2915649,-373.7370605,2028.617676,0.001548398,-465.642395,-336.12146,1886.386963,0.76980907,-337.2694092,-374.8503418,2037.969482,0.001064866
4032,16,-344.4730835,-378.8132935,2030.591797,0.001290733,-291.9970093,-334.0578003,1819.998169,0.78999263,-332.4514771,-110.4309082,2280.481689,0.5846718,-349.109436,-377.4587402,2029.17627,0.001523737,-465.5674133,-337.4793091,1887.064697,0.76473117,-338.5831299,-378.5855713,2038.377686,0.001092204
4033,16,-343.553833,-379.0128784,2031.432373,0.001266247,-292.1046753,-334.5606079,1820.375366,0.7916431,-334.8071899,-110.1083984,2279.529053,0.5934056,-348.1999512,-377.6925049,2030.073242,0.001532949,-465.6516724,-337.0272827,1886.852173,0.7626461,-337.8428955,-378.9828491,2039.158691,0.001068181
4034,16,-349.0189819,-359.7957153,2033.279907,0.001270951,-290.5849609,-329.7922363,1819.900635,0.7989507,-329.1762695,-99.74267578,2273.918457,0.5818996,-353.366394,-358.1610718,2032.388184,0.001418089,-466.7561951,-330.5942993,1885.8479,0.7592644,-344.6283569,-359.3051758,2040.750854,0.001111744
4035,16,-349.1687622,-361.2369385,2032.77417,0.001278363,-290.416748,-329.2733765,1819.588501,0.79725474,-328.7771606,-99.70214844,2272.666748,0.578681,-353.5145874,-359.5751953,2031.846069,0.001428025,-466.9350281,-330.9106445,1886.336914,0.7596801,-344.6804199,-360.8336792,2040.227783,0.001121526
4036,16,-348.9093018,-362.007019,2033.529663,0.001245632,-290.7972412,-329.7126465,1819.577515,0.79973066,-329.0507202,-99.62921143,2272.114014,0.5795028,-353.2601929,-360.4262695,2032.453491,0.001436097,-467.1069641,-330.796936,1885.607056,0.75652176,-344.546814,-361.6148682,2040.873779,0.001089495
4037,16,-349.5848999,-360.0886841,2032.642822,0.001277914,-291.2427979,-329.5159302,1819.714111,0.80044526,-329.1365967,-99.85980225,2273.806152,0.5815768,-353.8916626,-358.617981,2031.643799,0.001415425,-467.5184631,-331.2980347,1886.285034,0.76104873,-345.1900635,-359.6246338,2040.14917,0.001115558
4038,16,-349.6760864,-359.5198364,2032.671631,0.001283466,-291.1307983,-329.1030273,1819.822632,0.79785275,-329.3188477,-99.97381592,2275.752441,0.5787842,-354.0186157,-358.0654907,2031.544189,0.001422684,-467.5342407,-331.3829956,1885.995361,0.7610843,-345.2947998,-359.076355,2040.051758,0.001120293
4039,16,-349.0484619,-360.000061,2032.494873,0.001274437,-290.9568481,-329.2473755,1819.468994,0.801184,-328.6901855,-99.94763184,2277.315918,0.57573897,-353.4192505,-358.5652466,2031.452026,0.001425903,-467.4969788,-331.2305908,1885.989502,0.7615911,-344.5623779,-359.5129395,2040.03772,0.00111161
4040,16,-348.5117188,-361.4151001,2031.906006,0.001282067,-291.4854736,-329.4890137,1819.702393,0.80177855,-328.3751831,-100.0081177,2276.895264,0.57509685,-352.7695313,-359.9125977,2030.836182,0.001429381,-467.4829102,-331.3796997,1886.249268,0.76159596,-343.9307251,-360.9572144,2039.449829,0.001120362
4041,16,-350.2790527,-356.0112305,2030.879639,0.001288377,-293.6917725,-325.8416748,1818.075928,0.8014285,-327.8915405,-97.49963379,2272.386719,0.572854,-354.6633911,-354.2060547,2029.77002,0.001548298,-467.5372314,-330.300293,1886.174194,0.7675806,-345.980835,-355.3250122,2038.665039,0.001122067
4042,16,-349.0195923,-359.2434082,2034.355835,0.001271173,-293.6560669,-328.5807495,1819.204834,0.8119998,-328.7766113,-98.38781738,2276.304688,0.5660471,-353.3882446,-357.5927734,2033.274292,0.001430367,-467.2414551,-330.0805054,1884.208252,0.7554763,-344.7494507,-358.6375122,2041.903687,0.00110984
4043,16,-351.776001,-355.4050293,2030.707886,0.001326287,-294.8569336,-327.6828613,1818.860962,0.8063873,-328.4715576,-97.52416992,2273.22998,0.56825894,-356.1647949,-353.4818115,2029.486084,0.001568005,-467.6411438,-330.729126,1885.230469,0.7640003,-347.4080811,-354.6956177,2038.363037,0.0011568
4044,16,-350.1801758,-355.8482666,2029.77124,0.00128994,-294.168396,-327.2286987,1818.828125,0.80840486,-329.1574097,-97.49182129,2272.867188,0.5679175,-354.5039673,-353.9682617,2028.421631,0.001557024,-467.4039307,-330.4658813,1885.231323,0.7677682,-345.9465942,-355.114563,2037.350098,0.001124273
4045,16,-349.8877563,-355.9486694,2030.437012,0.001268945,-294.0288086,-326.6962891,1818.477539,0.8120279,-329.3868408,-97.5604248,2271.695068,0.5676392,-354.3898926,-354.2061768,2029.008057,0.001498172,-467.572052,-330.3325195,1885.627197,0.76834965,-345.5648193,-355.2207031,2037.843018,0.001090102
4046,16,-351.3648682,-355.6048584,2029.043213,0.001250574,-294.2460327,-326.3874512,1818.653564,0.8087326,-329.328186,-97.58477783,2271.845703,0.5676747,-355.8493652,-353.8312988,2027.629639,0.00153535,-467.3924866,-330.3657837,1886.598999,0.76970494,-346.9871216,-354.8599854,2036.395386,0.001080642
4047,16,-352.6832275,-353.9122925,2029.381836,0.001239358,-293.9263916,-325.2781372,1817.699463,0.8105336,-329.795105,-99.23034668,2273.723877,0.56627953,-356.9678345,-351.9750366,2028.142944,0.001526414,-467.2100525,-328.5477295,1886.494019,0.77151996,-348.3305664,-353.1987305,2036.879883,0.001066369
4048,16,-353.1113281,-353.5498047,2029.732178,0.001251356,-294.1730347,-325.7258301,1817.88562,0.8073597,-329.3829956,-98.984375,2274.647949,0.5654448,-357.5026855,-351.4986572,2028.550293,0.001539982,-466.9843445,-328.4812012,1886.837158,0.76800185,-348.8049316,-352.8130493,2037.287842,0.001080582
4049,16,-346.3599854,-369.1351929,2029.325195,0.00124017,-291.0996094,-331.838501,1819.482544,0.81311077,-332.1920166,-104.8483887,2280.429199,0.57836246,-350.7080688,-367.163147,2027.827881,0.001521737,-466.2415466,-333.8909912,1886.504395,0.7699287,-340.987793,-367.9850464,2036.815918,0.001056254
4050,16,-346.1921997,-365.2234497,2028.500977,0.001295694,-292.09552,-331.4960327,1819.023193,0.815118,-333.1428833,-103.7817993,2278.019287,0.58479244,-350.6864624,-363.2429199,2026.974609,0.001501256,-466.3669128,-332.7602539,1885.251221,0.7745297,-340.7322998,-364.2645874,2036.106323,0.001143745
4051,16,-344.8439331,-361.1369019,2029.684204,0.001254167,-293.2351074,-332.0623779,1819.175903,0.81644475,-333.1834106,-100.1763306,2272.655518,0.60069346,-349.3587646,-359.3358154,2028.53479,0.001449907,-466.4172363,-332.8549194,1885.507324,0.7687395,-339.8467407,-360.1709595,2037.227295,0.001100545
4052,16,-344.8005981,-359.5671997,2030.787354,0.001291985,-292.9470215,-331.7074585,1819.831299,0.8133191,-332.1705322,-99.3918457,2272.100098,0.59619856,-349.2423096,-357.8007813,2029.705322,0.001512074,-467.0530396,-332.368042,1886.988647,0.7747882,-340.1855469,-358.8821411,2038.437866,0.00113266
4053,16,-348.0527954,-357.5683594,2029.777344,0.001263728,-293.3349609,-329.6964722,1819.375,0.8090444,-331.5946655,-98.37481689,2269.193848,0.59070855,-352.5397339,-355.7584229,2028.485352,0.001531211,-467.5749512,-333.9563599,1887.697144,0.7774072,-343.4240112,-356.6741943,2037.526367,0.001096533
4054,16,-346.6376953,-359.8079224,2031.287598,0.001246854,-292.019165,-330.6712646,1820.7948,0.813339,-330.4274902,-99.39025879,2274.621826,0.5927482,-351.0765991,-358.2871704,2030.305786,0.001414784,-467.5795593,-332.9343872,1886.226563,0.76633203,-341.9699707,-359.1655273,2038.736084,0.001117389
4055,16,-345.6865234,-360.0148926,2031.832153,0.001255732,-292.1000977,-330.6914063,1820.425781,0.814469,-330.315918,-98.99359131,2274.379395,0.59547436,-350.1045532,-358.4586792,2030.758545,0.0014196,-467.4607849,-332.9266968,1886.278442,0.7648164,-340.9598999,-359.3588257,2039.208496,0.00114829
4056,16,-346.2221069,-359.3555908,2031.61084,0.001229035,-292.6204224,-330.0438232,1819.619019,0.8155935,-330.1102295,-97.24438477,2270.004883,0.5919755,-350.6884766,-357.6762695,2030.488647,0.001421056,-467.2805176,-333.1671753,1886.255493,0.7655963,-341.7796631,-358.6069946,2038.958618,0.001054424
4057,16,-346.6195679,-358.645874,2032.025146,0.001253722,-291.9157104,-329.6682739,1819.674927,0.812886,-329.7526245,-98.09869385,2269.358887,0.59325826,-351.1185913,-357.0856323,2031.010132,0.001426761,-466.9769287,-333.7792358,1886.700195,0.7703288,-342.15448,-357.8396606,2039.399902,0.001065154
4058,16,-348.2363281,-358.5770874,2033.199219,0.001252671,-292.4570313,-326.602356,1818.783203,0.80877674,-333.0257568,-99.21026611,2272.555664,0.5883142,-352.7254639,-357.1133423,2032.006348,0.001406211,-467.4154053,-332.8508301,1886.598877,0.76681626,-343.7572632,-357.6072388,2040.675903,0.001056144
4059,16,-347.8971558,-359.7092896,2030.95752,0.001269884,-291.5413208,-328.7241821,1819.294312,0.80999035,-331.8242798,-98.76678467,2271.888184,0.59137154,-352.4204102,-358.1837769,2029.850586,0.001435572,-466.9566345,-333.8024292,1886.686646,0.76865,-343.2943726,-358.7127075,2038.332886,0.001079962
4060,16,-348.8232422,-359.7207642,2030.779541,0.001266661,-291.2025146,-329.0180664,1819.349487,0.80789423,-331.2253418,-98.20703125,2270.80957,0.58875567,-353.3092651,-358.1966553,2029.620483,0.001457185,-466.6965942,-333.5429688,1886.674561,0.76606363,-344.1928101,-358.7907104,2038.086182,0.001078655
4061,16,-348.0906982,-359.8143311,2032.204224,0.001237085,-291.8352051,-329.2678833,1819.373779,0.8121608,-331.5872192,-98.42999268,2271.50415,0.5929278,-352.6727295,-358.2151489,2030.964844,0.001414996,-467.1437073,-333.7069092,1886.693115,0.76695484,-343.4732056,-358.7567139,2039.622559,0.00105391
4062,16,-349.2579346,-358.1978149,2032.435303,0.001271916,-292.0182495,-325.4511719,1817.824585,0.8051273,-331.9137573,-99.11987305,2270.347656,0.593559,-353.8517456,-356.7938232,2031.192749,0.001414666,-467.3432617,-331.892395,1886.788452,0.7708358,-344.6876831,-357.1602783,2039.735962,0.001073404
4063,16,-347.9258423,-359.2938232,2030.785645,0.001226789,-291.4170532,-328.4106445,1819.032959,0.80777174,-331.3393555,-98.51483154,2272.487793,0.59292835,-352.4587402,-357.7747803,2029.606079,0.001405849,-466.8227539,-333.3718262,1886.739014,0.7710829,-343.2513428,-358.3030396,2038.093994,0.001036344
4064,16,-348.576416,-359.1154785,2030.677734,0.001217126,-291.3595581,-328.234375,1819.130371,0.80775535,-330.7957764,-98.69525146,2272.551758,0.59035796,-353.072876,-357.5350342,2029.463867,0.001407189,-466.8215027,-333.3165894,1886.756104,0.77128655,-343.8143921,-358.0761719,2037.922363,0.001028124
4065,16,-350.8517456,-356.4487305,2029.347656,0.00123785,-291.7739258,-325.199585,1817.870239,0.8021745,-333.2861938,-97.81677246,2270.484863,0.58753717,-355.3619385,-354.6590576,2028.078857,0.001527219,-467.2757568,-331.8430786,1888.035522,0.7730326,-346.0419312,-355.2385254,2036.901611,0.001042599
4066,16,-349.8162231,-360.3121338,2029.92041,0.001244478,-291.7832642,-329.3103638,1819.032715,0.80695105,-326.7896118,-97.20770264,2270.158691,0.5916096,-354.3099976,-358.9108276,2028.661865,0.001421614,-467.5814514,-332.8439941,1886.389282,0.76577705,-344.8314209,-359.4981079,2037.172852,0.001071171
4067,16,-350.0140991,-361.7689209,2028.987061,0.001250542,-290.0539551,-329.1813354,1818.590942,0.8044271,-326.1953735,-98.57183838,2272.167725,0.58812445,-354.7153931,-360.1759033,2027.587402,0.001435167,-467.3069458,-332.4949951,1886.764771,0.76617736,-344.8648682,-361.3091431,2036.33313,0.001092154
4068,16,-349.1259766,-361.8599854,2029.69043,0.001269391,-289.9141235,-329.7595825,1819.20874,0.80152184,-326.0599365,-98.71801758,2272.75415,0.5871989,-353.8560181,-360.104126,2028.412842,0.001438345,-466.9778748,-332.3798218,1887.312744,0.76741964,-344.0689697,-361.4238281,2037.123901,0.001132263
4069,16,-347.5871582,-361.2215576,2031.663086,0.001278565,-290.1513672,-329.4849243,1819.030273,0.80178356,-327.7782593,-99.3637085,2275.116455,0.58817893,-352.1616821,-359.467041,2030.577881,0.001443826,-466.9801941,-332.7710571,1886.358643,0.76369166,-342.3535156,-360.5076294,2039.23999,0.00118562
4070,16,-347.8009644,-360.0187988,2031.458984,0.001279832,-290.3792114,-330.406189,1820.151855,0.8050086,-327.6231689,-99.22625732,2275.006836,0.59153295,-352.4643555,-358.1005249,2030.420776,0.001448228,-466.7480774,-332.1283569,1885.928589,0.76457703,-342.6851807,-359.510498,2039.006592,0.001116806
4071,16,-347.8551636,-360.6617432,2031.473389,0.001285051,-290.1902466,-330.8887329,1820.154785,0.804955,-327.9610596,-99.52020264,2275.957031,0.5862325,-352.5975952,-358.6725464,2030.425293,0.001454764,-466.5656128,-332.1773682,1885.846069,0.7642477,-342.8172607,-360.2003784,2039.005127,0.001134184
4072,16,-348.0195313,-363.8392334,2033.451416,0.001319767,-289.7769775,-330.4493408,1819.747559,0.8044721,-330.9169312,-102.4059448,2278.46582,0.59095955,-352.7744141,-361.7501831,2032.292114,0.001501919,-466.3919678,-332.9734497,1885.286987,0.75941724,-342.7659302,-363.2392578,2041.105957,0.001119471
4073,16,-346.7626343,-359.7589111,2030.510986,0.001278738,-291.4150391,-330.7003174,1819.375366,0.80908936,-328.7290039,-99.9052124,2272.557617,0.5881576,-351.3471069,-357.8132324,2029.295166,0.001434972,-466.8194275,-333.5366821,1887.757568,0.7752244,-341.7841187,-359.019104,2038.219482,0.001185654
4074,16,-348.8660889,-363.9487915,2032.922974,0.001288319,-290.7861328,-331.411438,1819.690918,0.8110626,-329.1271973,-102.7592773,2277.700928,0.58226126,-353.5153809,-361.8994751,2031.656738,0.001499203,-466.4359436,-333.3377075,1885.847168,0.7637422,-343.5172119,-363.505249,2040.378906,0.001091224
4075,16,-347.6424561,-361.034729,2030.522339,0.001303093,-292.8002319,-331.1080933,1819.138062,0.8115802,-331.2379761,-99.72259521,2271.508789,0.5971678,-352.2270508,-359.0090332,2029.319336,0.00143675,-467.0411987,-334.0250854,1888.794434,0.78024894,-342.3897095,-360.2246094,2038.11499,0.001169786
4076,16,-349.1743164,-358.4631958,2030.140015,0.001238034,-292.7662354,-329.3017578,1818.583984,0.80677074,-329.8286743,-96.32879639,2268.179932,0.5880998,-353.4046631,-356.4627686,2029.000977,0.001510442,-467.8854675,-333.055542,1887.376099,0.77479637,-344.366333,-357.8260498,2038.009521,0.001029296
4077,16,-356.7268066,-349.4014282,2025.721802,0.001277667,-296.2528076,-320.7581787,1815.666138,0.79388726,-338.1802979,-95.7253418,2269.593506,0.6023795,-361.324585,-347.4250488,2024.849365,0.001526227,-468.2971497,-325.6164551,1885.637451,0.7548772,-352.5105591,-349.1977539,2032.900146,0.00105576
4078,16,-356.1508789,-348.538208,2026.808105,0.001239832,-295.0935669,-322.8479614,1816.022949,0.79644305,-332.7593384,-98.38195801,2273.436523,0.58450466,-360.984375,-346.3677979,2025.827881,0.001493119,-467.4966736,-328.4171753,1885.678467,0.7493688,-351.9984741,-347.8163452,2034.501953,0.001123613
4079,16,-353.7556152,-351.6696167,2029.022705,0.001243112,-295.050293,-322.8399048,1816.862305,0.80357593,-333.1491699,-98.21697998,2271.443359,0.5950475,-358.5671387,-349.4519043,2027.978271,0.001519135,-468.0407715,-327.7720337,1885.679932,0.7620883,-349.8672485,-351.1622925,2036.330811,0.001031675
4080,16,-356.0864868,-356.6317749,2029.047729,0.001245522,-297.1286621,-328.1775513,1816.889771,0.78572017,-328.65802,-94.96923828,2273.956055,0.5787855,-360.8878174,-354.4690552,2027.714722,0.001500743,-469.6833801,-335.34375,1887.77002,0.7490841,-352.0568237,-355.559021,2036.690918,0.00114731
4081,16,-353.7351685,-350.9786987,2030.010742,0.001299331,-296.1123047,-325.5696411,1817.779053,0.8029101,-328.5679932,-96.95318604,2271.628418,0.5977521,-358.2399902,-348.9833984,2028.948364,0.001502346,-468.3387756,-329.8635254,1886.487549,0.75680935,-349.7926636,-350.4699097,2037.32251,0.001223668
4082,16,-355.8513794,-355.6256714,2030.023926,0.001226533,-297.7189331,-328.7034912,1817.06543,0.78917366,-329.9668579,-94.3949585,2271.402588,0.58513725,-360.4227905,-353.7827148,2028.66748,0.001489136,-469.0490112,-335.3798218,1888.416382,0.74945474,-351.8563232,-354.8920898,2037.607056,0.001117914
4083,16,-355.5946045,-354.9432373,2028.170288,0.001244731,-297.1884766,-327.7368774,1816.929321,0.78729355,-329.9310303,-94.01647949,2270.812256,0.5861382,-360.1951904,-352.8947144,2026.965942,0.00149326,-469.0711365,-335.3577881,1888.353882,0.74689806,-351.4439697,-354.0739136,2035.781494,0.001141097
4084,16,-356.0969849,-355.583374,2027.825195,0.001272811,-297.0599365,-327.7878418,1816.772461,0.78487575,-329.109436,-94.20965576,2271.82373,0.58185047,-360.7092896,-353.5698242,2026.658569,0.001483481,-469.0439453,-335.6905518,1888.575317,0.7492345,-351.9814453,-354.7078857,2035.506958,0.001172173
4085,16,-354.4258423,-352.260498,2030.351807,0.001348582,-296.2312622,-325.7314453,1817.836182,0.7989685,-327.8400269,-95.984375,2268.838135,0.5986273,-358.8598022,-350.635437,2029.33667,0.001500064,-468.5678406,-330.4567871,1886.466431,0.7606115,-350.6432495,-352.071106,2037.778687,0.001267355
4086,16,-354.1959839,-360.8751831,2028.597412,0.001229778,-295.232666,-329.6516113,1818.908203,0.78995323,-332.4747314,-92.71154785,2268.165039,0.5772945,-358.3966675,-359.0042114,2027.015137,0.001488364,-468.9776001,-334.3773193,1888.709961,0.76287377,-350.0883789,-360.3621826,2035.849365,0.001144463
4087,16,-354.484375,-360.2328491,2028.991211,0.001180549,-295.9437256,-328.9606323,1818.925293,0.7871796,-332.0300903,-91.82055664,2266.813477,0.5828509,-359.0375977,-358.5580444,2027.70459,0.001496298,-469.5514526,-334.0145874,1888.153198,0.7611569,-350.9898682,-359.9573975,2036.395996,0.001055638
4088,16,-353.9411621,-356.3974609,2030.480347,0.001192897,-294.8648682,-327.067749,1818.269653,0.79840183,-330.1511841,-93.72625732,2268.690186,0.5831762,-358.5968018,-354.8032227,2029.272949,0.001525246,-468.2155457,-331.7496948,1887.035034,0.7619001,-350.0869141,-356.1903687,2038.217773,0.001074078
4089,16,-354.5698853,-360.302063,2028.036133,0.001220763,-296.2474365,-329.1366577,1818.725342,0.78907526,-332.1651001,-91.14794922,2266.76709,0.5799009,-359.0773315,-358.461731,2026.787109,0.001503126,-469.7027283,-333.9005737,1888.161621,0.76148754,-350.9317017,-360.0814209,2035.3927,0.001128494
4090,16,-353.7095947,-360.8452148,2027.975342,0.00125176,-295.1975098,-329.7581177,1818.626465,0.7896654,-333.3129883,-92.5201416,2269.787598,0.5675157,-357.9935913,-358.6694946,2026.521851,0.00150798,-469.1785583,-334.4464111,1888.937744,0.76666784,-349.5444336,-360.2753296,2035.217285,0.001174003
4091,16,-353.8005981,-361.2887573,2027.225098,0.001253301,-295.1916504,-329.7782593,1818.500732,0.7894866,-332.7173462,-92.22491455,2269.231445,0.56820565,-358.0305176,-359.1487427,2025.780518,0.001510067,-469.4597168,-334.7474976,1889.097412,0.76684296,-349.5631104,-360.7896729,2034.410156,0.00117334
4092,16,-353.8226929,-361.4320679,2027.289795,0.001264516,-295.303894,-329.8125,1818.402466,0.79139066,-332.6113281,-91.69799805,2267.972656,0.56864405,-358.112793,-359.3180542,2025.893066,0.001522618,-469.9590454,-334.8908691,1889.397827,0.767579,-349.6514282,-360.8936768,2034.460938,0.001180235
4093,16,-350.451355,-359.152832,2030.922363,0.001250446,-292.0681152,-330.2030029,1818.735596,0.801733,-329.4626465,-94.11175537,2269.778809,0.5788694,-355.0876465,-356.9510498,2029.725952,0.001532312,-468.4624023,-333.0772095,1889.096436,0.77198386,-346.3774414,-358.3549194,2038.804688,0.001178406
4094,16,-351.9085083,-359.0819702,2028.625,0.001225733,-294.0198975,-329.3516846,1818.89502,0.7987997,-329.4307251,-92.66943359,2265.295166,0.5809114,-356.3074341,-356.8804321,2027.179932,0.001545194,-469.0931091,-333.8258667,1888.021973,0.77378106,-347.6015625,-358.1385498,2036.12439,0.001112594
4095,16,-351.815979,-358.2442017,2028.098877,0.001246698,-294.8786621,-329.1848755,1818.76416,0.8044241,-327.8582764,-94.24822998,2269.195557,0.57397485,-356.2254028,-355.9382935,2026.508057,0.00152274,-467.606781,-332.0854492,1885.085205,0.7652428,-347.3556519,-357.4586182,2035.621094,0.001136681
4096,16,-354.1938477,-355.9934692,2027.82019,0.001198716,-297.1832886,-327.4748535,1818.44104,0.8057506,-327.1416626,-94.84283447,2270.071777,0.5860842,-358.5845947,-354.1044312,2026.546875,0.001509107,-468.3010254,-330.7004395,1884.939209,0.75777423,-350.3493652,-355.6546631,2035.370483,0.001133511
4097,16,-354.7727051,-352.6298218,2027.798584,0.001230978,-296.5197144,-327.1556396,1816.940063,0.8050347,-325.5286865,-95.67767334,2273.102051,0.5819197,-359.2640991,-350.550354,2026.456055,0.001541654,-467.8352661,-331.7697144,1884.960938,0.75176674,-350.6373291,-352.0112915,2035.48584,0.001129688
4098,16,-354.7363281,-351.3839722,2026.827515,0.001198927,-296.4058228,-326.5483398,1816.632324,0.8045569,-325.7266235,-95.13562012,2271.968262,0.58076876,-359.2019043,-349.3318481,2025.450684,0.001531759,-467.7023315,-331.5006104,1884.919922,0.75093436,-350.602478,-350.8001099,2034.474365,0.001131777
4099,16,-352.5037842,-358.1640015,2028.515625,0.00124056,-294.4417114,-328.319458,1818.592407,0.80436325,-327.8924561,-93.45391846,2266.216553,0.5683072,-356.9307251,-355.9121704,2026.837769,0.001512618,-468.0201721,-332.6698608,1885.145752,0.76618546,-347.9697876,-357.2914429,2036.037231,0.001081661
4100,16,-354.4000854,-351.9300537,2026.685059,0.001212183,-296.2466431,-326.833374,1816.562988,0.80554163,-325.635498,-94.32159424,2270.806641,0.5819791,-358.7953491,-349.9459839,2025.275269,0.001540613,-467.5926208,-331.3717041,1884.696289,0.74863166,-350.3671875,-351.4428711,2034.234375,0.001141912
4101,16,-351.8815308,-358.1222534,2028.350708,0.001256647,-294.2426147,-328.2720947,1818.483887,0.80488807,-329.4281006,-93.01525879,2267.018311,0.56468093,-356.2208252,-355.9162598,2026.743896,0.00153629,-467.9462585,-332.4744263,1884.992188,0.76636416,-347.5024414,-357.2156982,2035.996826,0.001134487
